ESTACAO;UF;MUNICIPIO;NOME;ESTADO;DATA_ATIVACAO;DATA_ULTIMA_MODIF;LAT;LONG;ENDERE«O;GCN;SITES_INTERNOS;DESCRICAO_SITES_INTERNOS
JAC;CE;CASCAVEL;JACARECOARA;Instalado;2015-09-24 12:09:04 UTC;2015-09-24 12:09:04 UTC;-4657;-381016;0;N„o;Sala;EQUIPAMENTOS
JACC;RJ;ANGRA DOS REIS;JACUECANGA;Instalado;2014-04-05 20:53:10 UTC;2018-12-19 18:53:53 UTC;-229925917;-442413202;RUA PROJETADA AC AV WINSTON MARUCA, SN, JACUECANGA, ANGRA DOS REIS - RJ 23914035;N„o;Sala, Sala, Sala, Sala, Sala, Sala, Sala;CX_TROPICO R_JAC02/1ANDAR, Datacom, EST/JACC/NI/NI, MODEM OPTICO FICTICIO, SALA GPON, TRANSMISSAO - 1 ANDAR
JAI;MG;BELO HORIZONTE;JACUI;Instalado;2015-08-21 15:07:06 UTC;2015-08-21 15:07:06 UTC;-195515;-435617;0;N„o;0;0
JAIP;ES;SERRA;JACARAIPE   LC;Instalado;2014-04-05 20:45:34 UTC;2020-09-14 18:45:30 UTC;-201326968;-401841893;RUA NOSSA SENHORA DA CONCEICAO, 480, DAS LARANJEIRAS, SERRA - ES 29175583;N„o;Sala, Sala, Sala, Sala, Sala, Sala;CRPN1_COMUTACAO-AXE, Datacom, EST/JAIP/NI/NI, JAIP1_COMUTACAO_TROPICO RA, Metro, TRANSMISSAO-TERREO
JAM;MG;BELO HORIZONTE;JARDIM AMERICA;Instalado;2014-04-05 20:46:09 UTC;2014-04-05 20:46:09 UTC;-199450747;-439734966;RUA GARRET, 1104, JD AMERICA, BELO HORIZONTE - MG 30421413;N„o;Sala, Sala, Sala, Sala, Sala;Datacom, EQUIPAMENTOS, EST/JAM/NI/NI, Newbridge, PRESSURIZACAO
JAMC;ES;CARIACICA;JARDIM AMERICA;Netwin;Instalado;2014-04-05 20:45:59 UTC;2020-06-23 18:33:30 UTC;-203332355;-403671917;RUA HONDURAS, SN, JD AMERICA, CARIACICA - ES 29140320;N„o;Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala
JBA;MG;POUSO ALEGRE;JOAO BASILIO;Instalado;2014-04-05 20:46:11 UTC;2019-03-08 19:53:13 UTC;-222300664;-459345084;RUA JOAO BASILIO, 403, CENTRO, POUSO ALEGRE - MG 37550027;N„o;Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala;Datacom, EST/JBA/NI/NI, Metro, Newbridge, TERREO - TX, TRANSMISSAO, TRANSMISSAO - 2¬∞ ANDAR, TRANSMISSAO - TERREO, TRANSMISS√ÉO - TERREO, TX - 2¬∫ ANDAR, TX / 1¬∫ANDAR
JBN;BA;JACOBINA;JACOBINA;Instalado;2020-01-08 19:00:23 UTC;2020-06-10 17:27:41 UTC;-111847725;-40515078;RUA ARTUR DINIZ VELOSO, 232, CENTRO, JACOBINA - BA 44700000;N„o;Sala, Sala;EST/JBN/NI/NI
JBR;MG;BELO HORIZONTE;JOAO DE BARRO;Instalado;2015-08-21 15:07:06 UTC;2015-08-21 15:07:06 UTC;-19.49;-435723;0;N„o;0;0
JCP;MG;NOVA UNIAO;JOAQUIM C PINTO;Instalado;2014-04-05 20:45:45 UTC;2014-04-05 20:45:45 UTC;-197233333;-435847222;RUA JOAQUIM CAETANO PINTO, SN, CENTRO, NOVA UNIAO - MG 34990000;N„o;Sala, Sala, Sala, Sala;COMUTACAO, Datacom, EQUIPAMENTOS, EST/JCP/NI/NI
JDN;MG;JORDANIA;JORDANIA;Instalado;2014-04-05 20:45:44 UTC;2014-04-05 20:45:44 UTC;-158977778;-401786111;RUA SAO FRANCISCO, 357, CENTRO, JORDANIA - MG 39920000;N„o;Sala, Sala, Sala, Sala;COMUTACAO, Datacom, REDE, TRANSMISSAO-TERREO
JDS;GO;GOIANIA;JDS;Instalado;2022-11-04 00:00:00 UTC;2022-11-04 00:00:00 UTC;-166786111;-492538889;0;N„o;Sala;ANDAR/JDS/TT/01
JEE;BA;JEQUIE;JEQUI√â;Instalado;2019-08-21 11:41:29 UTC;2020-01-31 18:32:50 UTC;-138617134;-400819083;PRACA LUIS VIANA, 92, CENTRO, JEQUIE - BA 45200060;N„o;Sala, Sala;EST/JEE/NI/NI
JJSR;BA;FEIRA DE SANTANA;J J SEABRA;Instalado;2014-04-03 14:07:57 UTC;2021-12-07 18:00:05 UTC;-122572096;-389638104;RUA JOSE JOAQUIM SEABRA, 182, CENTRO, FEIRA DE SANTANA - BA 44002000 ;N„o;Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala;Datacom, EST/JJSR/NI/NI, JJR3_COMUTACAO_AXE-1 ANDAR, JJSR3_COMUTACAO-AXE-1 ANDAR, Metro, Newbridge, TRANSMISSAO - TERREO, VISANET
JKY;PI;TERESINA;JOQUEI;Instalado;2014-04-05 19:37:15 UTC;2023-12-20 12:37:41 UTC;-5073577;-427804326;AVENIDA JOQUEI CLUBE, 2138, JOQUEI, TERESINA - PI 64049240 ;Sim;Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala;ALCATEL - NGN /, Datacom, EST/JKY/NI/NI, HUAWEI - NGN / TERREO, Metro, Newbridge, PTS 7IP /TROPICO /, RMS, TRANSMISSAO - TERREO, TRANSMISS√ÅO - TERREO, TRANSMISS√ÉO, TX MIGRADA DE JCK, Transmiss„o
JML;MG;JOAO MONLEVADE;JOAO MONLEVADE;Instalado;2014-04-05 20:45:47 UTC;2021-12-06 18:04:54 UTC;-198171441;-431505579;AVENIDA GETULIO VARGAS, 2089, BAU, JOAO MONLEVADE - MG 35930312;N„o;Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala;Datacom, EST/JML/NI/NI, HUAWEI - NGN/3 ANDAR, JML01_COMUTACAO-TROPICO RA, Metro, Newbridge, RMS, TRANSMISSAO-2 ANDAR, TRANSMISS√ÉO-1¬∞ANDAR, TRANSMISS√ÉO-2¬∞ANDAR, TX / 3¬∫ANDAR, Transmiss„o
JNC;MG;BELO HORIZONTE;JULITA NUNES;Instalado;2015-08-21 15:07:06 UTC;2015-08-21 15:07:06 UTC;-195515;-435617;0;N„o;0;0
JNE;SC;JOINVILLE;JOINVILLE;Instalado;2023-05-15 19:40:24 UTC;2023-05-15 19:51:57 UTC;-263683402;-488317474;0;N„o;0;0
JO;AM;MANAUS;JOSE OPERARIO;Instalado;2014-04-05 19:37:30 UTC;2022-09-08 10:48:22 UTC;-30663301;-599523524;AVENIDA AUTAZ MIRIM, 1, SAO JOSE OPERARIO, MANAUS - AM 69085000;N„o;Sala, Sala, Sala, Sala, Sala, Sala;CX_TROPICO RA-AX0O1/TERREO, Datacom, EST/JO/NI/NI, NEWBGRIDGE, Newbridge, TRANSMISSAO - TERREO
JSA;ES;CACHOEIRO DE ITAPEMIRIM;JOAO SASSO;Instalado;2015-08-21 15:07:06 UTC;2015-08-21 15:07:06 UTC;-205056;-41646;0;N„o;0;0
JSI;SP;SAO JOSE DOS CAMPOS;VTAL JD SAO VICENTE;Instalado;2022-05-04 16:09:19 UTC;2022-11-30 20:03:50 UTC;-231724933;-458166695;AVENIDA JOSE FRANCISCO MARCONDES, 116, JARDIM SAO VICENTE, SAO JOSE DOS CAMPOS - SP 12224350 ;N„o;Sala;SALA TX
JT;AL;MACEIO;JATIUCA;Instalado;2014-04-03 00:00:00 UTC;2023-12-20 11:40:46 UTC;-96492191;-357100776;RUA EMPRESARIO CARLOS SILVA NOGUEIRA, 1000, JATIUCA, MACEIO - AL 57036540 ;Sim;Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala;BACKBONE II NACIONAL, COMUNICACAO  DE DADOS, Comunicacao de Dados, Datacom, EST/JT/NI/NI, HUAWEI - NGN, JT01_COMUTACAO-EWSD, MOVEL, Metro, Newbridge, PTS 7IP /TROPICO /, RMS, SALA GPON, TRANSMISSAO 01/TERREO, TRANSMISSAO 02/TERREO, TRANSMISSAO 1, TX
JTI;GO;JATAI;JATAI-SAC;Instalado;2021-07-08 22:13:55 UTC;2021-07-23 19:06:22 UTC;-1788312;-51717122;AVENIDA STA  CATARINA Q 1A, 880, S SANTA MARIA, JATAI - GO 75807641;N„o;Sala, Sala, Sala;ANDAR/JTI/TT/01, ANDAR/JTI/TT/1
JUI;SP;JUNDIAI;VTAL PQE RES JUNDIAI;Instalado;2022-05-18 16:59:12 UTC;2023-01-18 19:41:48 UTC;-2314641;-4700572;AVENIDA EUNICE CAVALCANTE DE SOUZA QUEIROZ, 1124, PQE RES JUNDIAI, JUNDIAI - SP 13212463 ;N„o;Sala;SALA TX
JUO;BA;JUAZEIRO;JUAZEIRO;Instalado;2014-04-03 14:08:00 UTC;2019-04-17 20:41:45 UTC;-94149678;-405013051;RUA OSCAR RIBEIRO, SN, CENTRO, JUAZEIRO - BA 48903425;N„o;Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala;CMT - TR”PICO, Datacom, EST/JUO/NI/NI, JUO02_COMUTACAO-TROPICO RA, Metro, Newbridge, TP - TERREO, TRANSMISSAO - TERREO, TX, TX / T√âRREO-1
JVE;SC;JOINVILLE;JOINVILLE;Instalado;2014-04-05 22:18:46 UTC;2023-12-20 11:43:45 UTC;-262999924;-488469396;RUA PRINC IZABEL, 457, CENTRO, JOINVILLE - SC 89201270 ;Sim;Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala;ANDAR/JVE/01/001 TX, ANDAR/JVE/01/DADOS, ANDAR/JVE/TT/002 TX, EST/JVE/NI/NI, TRANSMISS√ÉO
KARS;SC;BLUMENAU;KARSTEN;Instalado;2016-08-21 15:07:06 UTC;2022-09-19 20:34:06 UTC;-268531398;-491543129;RUA FRANCISCO CORREA, 244, TESTO SALTO, BLUMENAU - SC 89074160 ;N„o;Sala, Sala;ANDAR/KARS/TT/001, EQ
LARJ;RS;PELOTAS;LARANJAL;Instalado;2021-10-07 20:57:20 UTC;2021-10-08 15:55:56 UTC;-317622366;-522406109;AVENIDA RIO GRANDE DO SUL, 1051, LARANJAL, PELOTAS - RS 96090590 ;N„o;Sala, Sala, Sala;ANDAR/LARJ/01/TX, ANDAR/LARJ/TT/01, TX
LDA;PR;LONDRINA;LDA -LONDRINA;Instalado;2016-08-21 15:07:06 UTC;2020-09-24 15:13:27 UTC;-233137269;-51161715;RUA PROF JOAO CANDIDO, 556, CENTRO, LONDRINA - PR 86010000 ;N„o;Sala, Sala, Sala, Sala, Sala;ANDAR/LDA/TT/01, ANDAR/LDA/TT/DAD, ANDAR/LDA/TT/TX, EST/LDA/NI/NI
LDI;MG;JUIZ DE FORA;DR DILERMANO CRUZ;Instalado;2015-08-21 15:07:06 UTC;2015-08-21 15:07:06 UTC;-214551;-43211;0;N„o;0;0
LDR;PR;LONDRINA;LDR;Instalado;2023-03-23 17:12:14 UTC;2023-03-23 17:15:59 UTC;-23260351;-51158722;0;N„o;Sala, Sala;0
LG78;SC;LAGES;LAGES PETROPOLIS -ARM DIG 78 - CABO P78;Instalado;2016-08-21 15:07:06 UTC;2016-08-21 15:07:06 UTC;-22988;-431519;0;N„o;0;0
LGS;MG;BELO HORIZONTE;LUIZ GONZAGA DE SOUZA;Instalado;2015-08-21 15:07:06 UTC;2015-08-21 15:07:06 UTC;-195515;-435617;0;N„o;0;0
LJO;RS;LAJEADO;LAJEADO;Instalado;2022-07-28 23:01:50 UTC;2023-01-27 19:00:31 UTC;-294596369;-519695835;AVENIDA BENJAMIN CONSTANT, 1400, CENTRO, LAJEADO - RS 95900056 ;N„o;Sala, Sala, Sala;ANDAR/LJO/01/TX
LOA;PR;LONDRINA;LOA;Instalado;2023-03-23 17:24:43 UTC;2023-03-23 17:26:54 UTC;-23318728;-5112517;0;N„o;Sala, Sala;0
LOD;PR;LONDRINA;LOD;Instalado;2023-03-23 17:21:21 UTC;2023-03-23 17:23:00 UTC;-23370647;-51141911;0;N„o;Sala, Sala;0
LPD;MG;LEOPOLDINA;LEOPOLDINA;Instalado;2014-04-05 20:45:50 UTC;2019-05-23 19:57:23 UTC;-215318693;-426400574;RUA BARAO DE COTEGIPE, 52, CENTRO, LEOPOLDINA - MG 36700084;N„o;Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala;Datacom, EST/LPD/NI/NI, LPD01_COMUTACAO - AXE, Metro, Newbridge, RMS, TRANSMISSAO-TERREO, TRANSMISS√ÉO - T√âRREO
LVD;MG;BELO HORIZONTE;DONA OLINDA RODRIGUES;Instalado;2015-08-21 15:07:06 UTC;2015-08-21 15:07:06 UTC;-195515;-435617;0;N„o;0;0
MAMB;RJ;ANGRA DOS REIS;MAMBUCABA;Instalado;2014-04-05 20:53:10 UTC;2021-06-14 19:19:17 UTC;-230334161;-445481539;RUA PELOTAS, SN, VILA RESIDENCIAL, ANGRA DOS REIS - RJ 23900569;N„o;Sala, Sala, Sala, Sala, Sala;Datacom, EST/MAMB/NI/NI, Metro, RADIOS ANATEL, TRANSMISSAO - 1 ANDAR
MAO;MG;LEOPOLDINA;MINA D AGUA SEGUNDO;Instalado;2015-08-21 15:07:06 UTC;2015-08-21 15:07:06 UTC;-213155;-423835;0;N„o;0;0
MAR;MG;BELO HORIZONTE;MARIANITA;Instalado;2015-08-21 15:07:06 UTC;2015-08-21 15:07:06 UTC;-195515;-435617;0;N„o;0;0
MCCE;MS;MARACAJU;Centro;Instalado;2021-05-06 19:17:07 UTC;2021-09-23 14:47:05 UTC;-21622697;-551575184;RUA FRANCISCO MARCONDES, 341, CENTRO, MARACAJU - MS 79150000 ;N„o;Sala, Sala, Sala;ANDAR/MCCE/TT/1TX, EST/MCCE/NI/NI
MCE;MG;BELO HORIZONTE;MERCADO CENTRAL;Instalado;2015-08-21 15:07:06 UTC;2015-08-21 15:07:06 UTC;-195515;-435617;0;N„o;0;0
MCZ;SP;MOGI DAS CRUZES;VTAL JARDIM ARMENIA;Instalado;2022-05-18 17:14:42 UTC;2022-11-16 19:46:56 UTC;-235419687;-461935905;AVENIDA PEDRO MACHADO, 823, MOGI MODERNO, MOGI DAS CRUZES - SP 8717720 ;N„o;Sala;SALA TX
MDC;SP;MOGI DAS CRUZES;VTAL JARDIM SAO PEDRO;Instalado;2023-01-12 13:32:41 UTC;2023-10-02 20:49:43 UTC;-235108;-4613946;RUA MARIA LUNARDI GAGGIOLI, 263, JARDIM SAO PEDRO, MOGI DAS CRUZES - SP 8830070 ;N„o;Sala;SALA TX
MDN;PR;MEDIANEIRA;MEDIANEIRA;Instalado;2021-05-10 11:25:37 UTC;2021-06-21 18:49:28 UTC;-252937995;-54095252;RUA ARGENTINA, 1577, CENTRO, MEDIANEIRA - PR 85720035;N„o;Sala, Sala, Sala;ANDAR/MDN/TT/01, ANDAR/MDN/TT/TX, TX
MES;CE;FORTALEZA;MESSEJANA;Instalado;2014-04-05 19:37:13 UTC;2019-01-28 14:05:02 UTC;-38312665;-384920893;RUA DOUTOR PERGENTINO MAIA, 364, MESSEJANA, FORTALEZA - CE 60840045;N„o;Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala;CX_AXE _ELR_CATA1-TERREO, Datacom, EST/MES/NI/NI, Metro, Newbridge, TRANSMISSAO-TERREO, TX / T√âRREO
MGNM;PR;MARINGA;MGA/NEO MARTINS R NEO ALVES MARTINS;Instalado;2016-08-21 15:07:06 UTC;2025-06-05 18:53:31 UTC;-234225284;-519354806;RUA NEO ALVES MARTINS, 2250, ZONA 01, MARINGA - PR 87013060 ;N„o;Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala;ANDAR/MGNM/01/01, ANDAR/MGNM/02/TX, ANDAR/MGNM/04/TX, ANDAR/MGNM/ACCESS/01, ANDAR/MGNM/TT/01, ANDAR/MGNM/TT/02, ANDAR/MGNM/TT/03, ANDAR/MGNM/TT/TX, ANDAR/MGNM/TT/TXD, EST/MGNM/NI/NI
MGO;MG;BELO HORIZONTE;MATO GROSSO;Instalado;2015-08-21 15:07:06 UTC;2015-08-21 15:07:06 UTC;-195515;-435617;0;N„o;0;0
MIA;PA;BELEM;ESTA«AO MARAMBAIA;Instalado;2018-12-20 17:17:29 UTC;2023-12-20 12:31:05 UTC;-14076757;-484457282;AVENIDA TAVARES BASTOS, 632, MARAMBAIA, BELEM - PA 66615006 ;Sim;Sala, Sala, Sala;EST/MIA/NI/NI
MIH;GO;MORRINHOS;MORRINHOS;Instalado;2016-08-21 15:07:06 UTC;2023-12-20 13:10:16 UTC;-177317919;-491078194;RUA PARA Q 66, SN, SETOR CENTRAL, MORRINHOS - GO 75650000 ;Sim;Sala, Sala, Sala, Sala, Sala, Sala;ANDAR/MIH/TT/01, ANDAR/MIH/TT/1, ANDAR/MIH/TT/TX, EST/MIH/NI/NI, TX
MIOO;BA;LUIS EDUARDO MAGALHAES;MIOO LUIS EDUARDO MAGALHAES;Instalado;2021-09-29 17:30:29 UTC;2021-09-29 17:37:37 UTC;-120884259;-457953058;RUA PIAUI, SN, CENTRO, LUIS EDUARDO MAGALHAES - BA 47850043;N„o;Sala, Sala;EST/MIOO/NI/NI
MNC;MG;MANHUACU;MANHUACU;Instalado;2014-04-05 20:45:58 UTC;2014-04-05 20:45:58 UTC;-202572222;-420316667;RUA ALCESTE NOGUEIRA DA GAMA, 10, CENTRO, MANHUACU - MG 36900082;N„o;Sala, Sala, Sala, Sala, Sala;Datacom, EST/MNC/NI/NI, Newbridge, RMS, TRANSMISSAO- TERREO
MON;MG;BELO HORIZONTE;MONACO;Instalado;2015-08-21 15:07:06 UTC;2015-08-21 15:07:06 UTC;-195515;-435617;0;N„o;0;0
MPA;RJ;NITEROI;MARIA PAULA I;Instalado;2014-04-05 20:53:15 UTC;2021-12-20 18:07:12 UTC;-22892157;-431200947;ESTRADA VELHA DE MARICA, SN, MARIA PAULA, NITEROI - RJ 24325330 ;N„o;Sala, Sala, Sala, Sala, Sala;Datacom, EST/MPA/NI/NI, MODEM OPTICO FICTICIO, Metro, TRANSMISSAO - 1 ANDAR
MPBZ;RJ;ARMACAO DOS BUZIOS;MARINA PORTO BUZIOS;Instalado;2014-04-05 20:53:08 UTC;2019-06-27 18:52:45 UTC;-227498679;-419550869;ALAMEDA ANDORINHAS, SN, QUADRA 17, LOTE 33, MARINA, ARMACAO DOS BUZIOS - RJ 28957720;N„o;Sala, Sala, Sala, Sala;AMIL ASSISTENCIA MEDICA INTERN, Datacom, EST/MPBZ/NI/NI, TRANSMISSAO-TERREO
MPI;MG;BELO HORIZONTE;M√ÅRIO PIRES;Instalado;2012-03-23 00:00:00 UTC;2017-01-23 20:03:00 UTC;-199399935;-439267741;PRACA MILTON CAMPOS, 16, SERRA, BELO HORIZONTE - MG 30130040;N„o;Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala;7IP MPI_COMUTACAO_TROPICO, ALCATEL - NGN / 3 ANDAR, CPD, CPD/DDR, DADOS 5ANDAR, Datacom, EST/MPI/04/NI, EST/MPI/4/DATACENTER, EST/MPI/4¬∞/RICD, EST/MPI/4¬∫/RICD, EST/MPI/NI/NI, GPOM / 5¬∫ANDAR, HUAWEI - NGN /  5 ANDAR, IU, IU-3 ANDAR, LOCAL/TRANSMISSAO, Metro, NGN, Newbridge, PCM - 3¬∫ ANDAR, PTS - MPI, REDE MULTISERVICO - ADSL, RICD, RMS, SALA DO SITE BHE 001, SALA IU, SALA VISANET 3 ANDAR, Sala 1, TIM, TRANSMISSAO NOVA - 3 ANDAR, TRANSMISS√ÉO - T√âRREO, TX - 3¬∫ ANDAR
MRA;RS;MARAU;MARAU;Instalado;2016-08-21 15:07:06 UTC;2021-06-11 17:47:45 UTC;-284500893;-522006248;AVENIDA BR DO RIO BRANCO, 880, CENTRO, MARAU - RS 99150000 ;N„o;Sala, Sala, Sala;ANDAR/MRA/01/TX, EST/MRA/NI/NI
MRC;RJ;MARICA;MARICA I;Instalado;2014-04-05 20:53:11 UTC;2021-06-23 12:59:06 UTC;-229187115;-428180091;RUA ABREU RANGEL, SN, CENTRO, MARICA - RJ 24900890;N„o;Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala;COMUNICACAO DE DADOS, Datacom, EST/MRC/NI/NI, MODEM OPTICO FICTICIO, MRC01_COMUTACAO-TROPICO R, Metro, Newbridge, RADIOS ANATEL, RMS, TRANSMISSAO - TERREO, TX
MRE;MG;MURIAE;MURIAE;Instalado;2014-04-05 20:45:59 UTC;2022-10-17 20:41:42 UTC;-211312291;-423680081;RUA CORONEL DOMICIANO, 30, CENTRO, MURIAE - MG 36880013;N„o;Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala;Datacom, EST/MRE/NI/NI, Metro, Newbridge, RMS, TRANSMISSAO, TRANSMISSAO-TERREO, TRANSMISS√ÉO
MRH;PR;MARECHAL CANDIDO RONDON;MAL CANDIDO RONDOM-R ESPIRITO SANTO,935;Instalado;2020-06-25 12:16:10 UTC;2022-04-13 17:26:30 UTC;-245585155;-540576883;RUA ESPIRITO SANTO, 935, CENTRO, MARECHAL CANDIDO RONDON - PR 85960000;N„o;Sala, Sala, Sala, Sala;ANDAR/MRH/TT/01, ANDAR/MRH/TT/TX, EST/MRH/NI/NI, SALA DE EQUIPAMENTOS
MRO1;RN;MOSSORO;SALA RADIO MRO SEDE;Instalado;2022-05-20 14:11:13 UTC;2022-08-11 20:13:20 UTC;-51919171;-373403606;AVENIDA DIX SEPT ROSADO, 56, CENTRO, MOSSORO - RN 59600050;N„o;0;0
MTZ;TR;FormaÁ„o;MATRIZ;Instalado;2018-08-10 12:39:14 UTC;2018-08-10 12:43:57 UTC;-338013018;-534072856;AV SALGADO FILHO, 49, CENTRO HISTORICO, PORTO ALEGRE - RS 90010221;N„o;0;0
MUT;GO;GOIANIA;GOIANIA MUTIRAO;Instalado;2016-08-21 15:07:06 UTC;2021-05-27 21:51:17 UTC;-166146047;-49344288;AVENIDA DA SEDE Q 62, 0000, JARDIM LIBERDADE, GOIANIA - GO 74475575 ;N„o;Sala, Sala, Sala, Sala t√©cnica;ANDAR/MUT/TT/01, EST/MUT/NI/NI
NAC;MG;BELO HORIZONTE;NACIONAL;Instalado;2014-04-05 20:46:09 UTC;2022-05-12 20:40:58 UTC;-198496847;-440229093;RUA QUINTINO BOCAIUVA, 225, PEDRA AZUL, BELO HORIZONTE - MG 32185000;N„o;Sala, Sala, Sala, Sala;Datacom, EST/NAC/NI/NI, Metro
NBA;PA;MARABA;NOVA MARABA   MARABA III;Instalado;2014-04-05 19:37:28 UTC;2023-12-20 12:33:24 UTC;-53399886;-490919632;QUADRA ESPECIAL FL 17, SN, NOVA MARABA, MARABA - PA 68505551 ;Sim;Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala;CX_TROPICO RA_MBA04/TERREO, Datacom, EQUIPAMENTOS, EST/NBA/NI/NI, Metro, Newbridge, SAT√âLITE, TRANSMISSAO - TERREO, TRANSMISS√ÉO - T√âRREO, TX
NEA;MG;JUIZ DE FORA;NOVA ERA;Instalado;2014-04-05 20:46:04 UTC;2019-05-06 10:21:08 UTC;-216985659;-434257446;AVENIDA DOUTOR SIMEAO DE FARIA, 60, NOVA ERA, JUIZ DE FORA - MG 36087450;N„o;Sala, Sala, Sala, Sala;Datacom, EST/NEA/NI/NI, TERREO - TX, TRANSMISSAO-TERREO
NHO;MG;JUIZ DE FORA;NOVO HORIZONTE;Instalado;2014-04-05 20:46:04 UTC;2014-04-05 20:46:04 UTC;-21797102;-433833914;RUA LEONILDO GONCALVES REGADO, 125, PQE ALTO, JUIZ DE FORA - MG 36038420;N„o;Sala, Sala, Sala;Datacom, EST/NHO/NI/NI, TRANSMISSAO - TERREO
NIU;RJ;NOVA IGUACU;NOVA IGUACU I;Instalado;2014-04-05 20:53:16 UTC;2019-01-09 16:39:55 UTC;-227575683;-434463828;AVENIDA NILO PECANHA, 450, CENTRO, NOVA IGUACU - RJ 26215512;N„o;Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala;4¬∫ ANDAR / TX, C, COMUNICACAO DE DADOS 4 ANDAR, Datacom, EST/NIU/NI/NI, LUCENT - IVR / 5 ANDAR, MODEM OPTICO FICTICIO, Metro, Newbridge, RADIOS ANATEL, RMS, SALA GPON, TRANSMISSAO - 4 ANDAR (405)
NLA;MG;NOVA LIMA;NOVA LIMA;Instalado;2014-04-05 20:45:54 UTC;2022-05-11 22:41:32 UTC;-199828984;-438519526;RUA JOSE D AVILA, 55, CENTRO, NOVA LIMA - MG 34000090 ;N„o;Sala, Sala, Sala, Sala, Sala;Datacom, EST/NLA/NI/NI, Metro, TRANSMISSAO - TERREO
NLP;RJ;NILOPOLIS;NILOPOLIS I;Instalado;2014-04-05 20:53:14 UTC;2018-04-09 19:21:06 UTC;-228084818;-434143243;ESTRADA ROBERTO SILVEIRA, 28, OLINDA, NILOPOLIS - RJ 26545770;N„o;Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala;COMUNICACAO DE DADOS 1 ANDAR, Datacom, EST/NLP/NI/NI, MODEM OPTICO FICTICIO, Metro, Newbridge, SALA GPON, TRANSMISSAO - 1 ANDAR, TX - TERREO
NMEX;ES;VILA VELHA;NOVO MEXICO;Instalado;2014-04-05 20:45:32 UTC;2022-06-10 11:15:05 UTC;-203725575;-403176013;AVENIDA SERGIO CARDOSO, 220, NOVO MEXICO, VILA VELHA - ES 29104025 ;N„o;Sala, Sala, Sala, Sala, Sala, Sala;Datacom, EST/NMEX/NI/NI, EVVA1_COMUTACAO_ELR-AXE, Metro, Newbridge, TRANSMISSAO - TERREO
NNI;RS;NONOAI;NNI;Instalado;2022-11-04 00:00:00 UTC;2022-11-04 00:00:00 UTC;-273616667;-527713889;0;N„o;0;0
NOF;CE;JAGUARIBE;NOVA FLORESTA;Instalado;2014-04-05 19:37:18 UTC;2014-04-05 19:37:18 UTC;-59491667;-389044444;SITIO VAI ANDANDO, 1, ZONA RURAL, JAGUARIBE - CE 63478000;N„o;Sala;EQUIPAMENTOS
NRI;RJ;NITEROI;NITEROI I;Instalado;2014-04-05 20:53:15 UTC;2018-07-20 18:20:11 UTC;-228920308;-431202871;RUA SAO PEDRO, 128, CENTRO, NITEROI - RJ 24025900;N„o;Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala;6¬∫ ANDAR - RICD, ALCATEL - NGN / 10 ANDAR, COMUNICACAO DE DADOS 6 ANDAR, DG/TRANSMISSAO - 1 ANDAR, DG/TRANSMISSAO - 6 ANDAR(604), Datacom, ELR-I/ FSA-2704/ AXE/ 8 ANDAR, ELR-II/ARC-2550/ AXE/ 8 ANDAR, EST/NRI/NI/NI, MODEM OPTICO FICTICIO, Metro, Newbridge, RMS, TRANSMISSAO, TRANSMISSAO, TX / 6¬∫ ANDAR
